Source,Target,Weight
"DEHxNG-,D958",mdwi,16
Ud'PydxumAQ-b@HjG$901,"ibC$ZlSAJG;d:JBOBqt",38
"eDhD=sHhQEYNLQFwC,mbsY",D502,32
M]<369,"MbNfl;QSxAuwJs",4
lRNUIPWswlnMGXELBml)433,gbK`$,39
ipuQ\YgvEO558,_^-o,40
kpsNorfyDd,"tljCAWDJhWs(Pa`TYJ;",49
FacWq*n?Ev[P,vGjeomrfvAF,45
Ud'PydxumAQ-b@HjG$901,OjadDv351,26
..C%r,J<oJcQFANHQIYlm-YVsWy,14
JBbKcGVAlf,wPtnEgLCwVsfJbdu,48
P_Rgs(mfyKz&s,"wOjI*JPsxZcVva,ns",39
"@dHc;vra.EI",k(JuU#ldH,47
]EZe@TscEjh?Y,:yr,35
RTmTwKfAJR680,lujFb,32
Xyss+CfLtFrhd,v%)kcGP,32
qzxFjOqDPgp817,nzaOgHvsyATWk-208,24
"R?+y ",@NOcMu+mlvnyE,28
"sVlT,`ynQ]",yoTEyNhvHJaZcsXDVhe396,26
UfbsxOQgQuOGGCo,Rs)ejCBHQTjXo,17
"dES ","U;HSWRB]ftP",10
vkA-ZGdPeOndZ@\,LpvqSkLPRVg.kLKL,41
]iARsEbWjJAhEv$208,pe+`&t,48
",ZRKfp/crRlw",CXzm,37
KOSf,.oyc^WebnpOfIzhzIj,43
"Ubw %o]FfsJ",WWLFWFhQYsu-Mu-,36
xAmNTUHmPjzEUCcb,LWRsVnwdpBAyr*umEc_B,35
]vRTBYF:eSxn+,YXDKwiwLwv,27
"_;m",iRjCymueNYwcuq,3
hh*%]593,OGmZFKgufPNrimQqqFWI`621,41
^^t,W.qrLr$(m,39
sTH\RHQHr*sgDVsq526,"dCG;as,PYCGu\JTxhOFPsf",34
zWbAb,upWoAgVOZ^xwdWI.rr,12
axHhZeDIUJ$BkQMPMt,_D-Wy/V,50
XkW\-&192,s+E#LEPTDJ?DYnO,14
"CJQsyy,rZelTiH]lvwqq,zx",LbqqFnJqd,3
"QhO/bdlIVn<ylayhoAQTz 282",iGOduEEeVmh.cFLPhMsV,15
BRk/VKVMehJZ,MVCpFXaurR,28
rvzNjXpCtYKmWHr$GKsU589,znv>WS,1
"Xh iNxx@`Ke",#p<NKWCiv730,13
lSDIx/-DOJ-kQ836,.Kbohd(IJtJEGT,33
R$.(,"$[i ",25
"N Z(MG^bMuNjpcbHWvb",LhaBll.aau,24
pJteBPjgVjQiuvisa,cuY\xKYZSB>fSlEl,30
ZDbTfZznsvwJUCixK,q.RRhzXhkQadmhq-oyFd,39
gOfJjWRitDjFcg,yRnMuB,39
IcWtIXVODbNX]jbNJv(y,nd670,23
qSuAWFSJ,Rxv#EC,11
HglbBWxoeTrvEv,WzdIXH,43
(<usZzsM259,"GJOkOK`l dp^lqfA759",49
joN:/oc:KLLUpvADl,WrBKsaKVT&ji,11
"K$E,uYb ",VOyP+lFmujh?168,8
lVoMiTIeqdxdIfzc,`lpB_%M,28
"CTvShrhN jQKNb",Y\(l(IAPW,7
tqn-WUnsQo/cP*Et,`S(n/,50
qNvFW-'n.xcf,wcYtAj&IydL_F=,24
B.CreGOIAUAd,p>F-O\,27
Ble=<],rd)OWnuVRvZemQjAh,34
cdc[NRzi<FDInJWGD,bYYISNlGHPLG,40
"XsmmxuklqF,%IyPa:Lu",GsT(Kub)?Ug,29
r%bQOPiBfODQbjwe:UAqO,bUcuiNEKwiPtisx663,20
w[cyre,sXj+kAENxO,33
jU:`OnUXl[qfMvD,nYEPqCeNOXE-PU?]obOd,35
)g?nJ.RfP,Sr)jfyd,13
" 'p.y",bPZZiZ,24
fzlhIk@233,LLKv$IpiCG?137,24
-DQRnIPm,oYMKufivxtveyPmav%@108,49
lSWiNTUiI,uotUoKXWdl,44
"CCUxv;gI`Xmr;SCdhzr",gZ.sOxAXc\KfOOORMMr+917,2
e=wsYASDgQyoi]vTl[,ACpfmcQuHpTTvct,35
DngIO`crVAqRZN,PczylQXEf#TfG,45
WG^t+EmZjEV,",gEcB_219",26
eGsAwJCc(lGY,QdR-tfkRdTuPGL,21
UqpCF_x%vlpZam,Lu`HP]R[727,32
OV?,)HgbL>q,5
Y`h?i^,"Xdw iW]A",16
"A WLdZJmGVbg&iYrqgoikw[]291",dEcY$a372,28
"l/z;:548",dxI@HKAVUCPoDDOm&545,6
ABLwFSYyaVY@IdtN>%y,E)QQOMNb^GmIrIUeyTde,49
oiOTm&BbQW_ndnRsIdB,Etdmyg#,6
"H#cEAgr\Edx;Nbdz+166",taaHXyIx,21
f?VBEcOh'=ShCRZEkttPe\126,Z/thNbWnBie,38
t=HHPd+nfVXpoumTx,ZIu#VHP&$,4
lxoV$RWKtl[s,"chh DpbWA",17
PbMvMs/lBimuFQQ-w,EaghgpWtvxIYsrwAAXiL,6
k]$,adBEu,28
AGMJFihEaDeQa&Ui_cs?,Vf>e,34
nj@yhrh@M@EZSYq%918,NwBEV%FmE,45
gqucQNImNFaoDcVlbXx402,PFpZpXDQxGIb,42
fmCLIMCQhiXMOy[k?r,"Hq gcStKxPFVfJmmPN449",18
xrMDO`KnEahG,DPOrCHOhorQCEacCqQL,34
zV`TZQhY&]JX124,oxksZsO-KPfC,28
#FDCba[)amcD,WWQO,4
MpyNZASJSOA<VO@S,xqqCZMHk-rtu,50
w?n@Ifgpr:P,aNsQ'aeML\612,41
"o@,DLGAV",PY,28
lifXHa,f@.Km,20
hubFMuqtuktKcWn.404,L<rCOZS,3
"`,sPV&g",wu`Lp:Moyc`NrRIPIKp466,43
hBdxaq'va,=L#ls:zDNsiRcM,27
(hKqwcBjIOdS>zbLwuPg,UieMsnaDuTTWqdlbxw^319,35
neHZoiVOkK,FQFBTj,2
@<gp),*)LWL,11
AFVaarQktlJOLwDSk,KhD:qEb)SFQXGd),46
vQpDwQOmP,RRzBTSKgueHyGrfw,17
HsEmZ#&vZTOemXMEpdKgRw\276,X]jGOi?OJ,50
tdliav_iBE,\ienyFEGrnLzhlweU%Yt$z586,26
ZR.a,TzwPJxzjcim,37
YNBwIh,nWKS`evDiYCAiRbKcMBdZ,38
gsq(vkFNKVhcmqITNVCt,ggt<783,23
BxJPVhZ*dtINYFOJ',"<B[Uv;",24
x832,QkH_Wkb>@,1
//P(653,xAyR]c-Vkvlw,42
(yLxYjpACeg,"Cq;o'KbNaDZWFwyBVo<RNT",4
"(%w ",uDkKVsuoAV&r*,22
"itk:oKmJH FUYnzb","mhuO:H YOPeKa_455",28
njP857,jLzAGprQAcfJ881,2
cgMqysYNNk^gcPFBDjKww,/al,47
QUn]>578,vkA-ZGdPeOndZ@\,27
Bbx,hu:-y,37
ysaTRKZY@jkENzbLVZEvP,i[lWs^ghhhXknOG)nUI,29
o^jbZhuVtGtC,rFcnA>[DEcnkcfqgj%l,35
Q:K528,"krJuYjmbXw;TKRQwog",43
=Z+hbeA&BouGuvYjdo/600,Wbgq#_dwSKLPEOlSu,44
xqqCZMHk-rtu,Ay^BOXh,40
xjlO$d.255,nNzQHnwVSUOZLxpotjkG,19
edJRZWtqL=gS,nXw[uYz@rlqQKrXGVo,42
qU[zbe-KNGuKjBR,C&Yddy,3
zbTpsk328,"FPE$o;$",1
TdkkFMWfUEQEboERP,`j$yEkbbzdg@t,7
"E C-T-X\768",sMSf,14
Mc=#.P,QJQEx,45
#snimwZ+YnA,O',29
erGuymhYTWOHCr,QZ.CI',44
tza&SF&,"gXYQNebNHFTvtz;oJhxtp",37
SX@QTGlYcvE,FSPhFb)Z*CxCdX?S,47
"icErYH Sh'BslU",GgIm,4
$OH<#245,iLwdDDNNwwIqh,46
zapef$JFO<dsL,vgQWUFkY,46
LpvqSkLPRVg.kLKL,nKJnjtqeqGyhav'NH,47
Vyhzjj,'#UjQC,48
"$cRm;QyLHMoSwzNQ)y",xLWiXctdPX,45
$f%-,EkPT<%ov,42
equGXbtTCPD665,"mu,Fx.*UycgoI280",23
.MWQm+YPave`H," MYjpHzETCUSyd(ok",28
QwqO*hiwNvRkWxKEjEl630,cYLwFWAJjS,22
ekHbhA>rvQsSH^,KQ#r#\901,15
$*C??571,v##),2
GfPqN#j[F590,SZ-lAAviOa.dk#106,10
D=qRZfRPOuNPzR%L(GidOaR,#)cYYO_:632,28
lSwbtIoWhoSdR@wKcVeDD,eYrdNziGmJe<lZvoMzdS:U,13
>/_FM\691,GaP%'rb,46
VTKRlX@XiawbKRUnXDNH,K]^,41
JlSxK/+,EHyyKnCuhzNEC'kJdNq,5
:ThiE,KflZn=M,13
DrGdxAYIe882,YLIuUTXP-dDudzjAFU,5
-?TT:393,ZEWGXWNtKKmUVb[fi,48
dLaDzN)a*%a,bnzrjfKq@,21
N>yiY]aFH535,rk*(LtclAZj)oqw,42
ACQ]R'RbcPqQPLMJQMG,"FIzCkKdfOrVcytPY,zSN",41
EV%/k#851,"nz@,mZw@YeZl",13
jkQLddcyxzDiYSkNgCE,y.w\FQrdkLHVjlAZNv,41
"xPqZkCs@JpkN%sU,l","Yvsc JP,408",3
Q*teg]OWESQauRuD'MJC,%CHJ+snrLP[q,6
"H=asCR,442"," 'p.y",8
+=qE420,"PbMrSUR#gKqrhcRdpmlaJ>;",24
lRNUIPWswlnMGXELBml)433,xmDI]FmTBkvEZ_BDIzxTr,38
taGrUia++JYVabTy?,"ln; jdwaWZicOZp,HsNvU\905",16
"T <T(x",kbLtcCbP,8
sdOAEO,jGyH@*paNCngVA,16
yjec,HwT,8
ZbfbEHBayx,on+>ET&.300,29
c@kXFVhmBkkh,D\qqlcdoZh<HNBJFH*311,7
"lxihaHbJe p,p","o/i,?JfbGoRz",47
QwqO*hiwNvRkWxKEjEl630,"VGcFgjGDsH;uG765",4
MxARA)tYAkv,Lh>Wid@i589,14
"xjdRBaQ,BJ%gy:YaFX",XpHWgU,38
TZNYJPE`uwdbtKnsrWq,SqVE[l?dpInO904,43
ptg[OqDcAUa]Qwgjs+,dhuB\ks,28
"U< v","' S",13
PKaYrSok,Aiuq,50
ypobt=IjnJkxk,GfS?/,47
xPXywOzZVcEHX_tB,[L='Y,19
fnTo,BUdknyQowc,40
UmBCaAkyBTqDVI,"KS :400",29
KW)B_kyhDjmop`qJNEd,A.VC>/t,12
"?Es#otBMDBv ",_V,29
O=663,jvlnIFl)cBRDIqw,3
x%izhZYqxNxHb,l&kjczbYe)ohnX,33
sAgIwyaFWYuaDU,\f_ITrW=901,29
P,YMRxWl)LwRmP,21
Nz[h,n%wVtgp,44
"fG&LzJQF.eh ",Tm,48
LYuHMusRSZktiWyyucgz,(.>Sfm,7
"k,XO>VyKefBC=TFbordlJp812",GtTGKAZofCsUuzwd,4
Hlz*I,n)vKx:rSiZtaJbH#wiNN,50
kqwHwxndGzbZhbc,AGMJFihEaDeQa&Ui_cs?,23
..j/j182,ngXT^zWpMfmwYj'F,9
abCcG_J[?ZjatCqS417,PKcEchqzqpDPNGw,29
m$CWgO\dLZHO,gFfEkkwJHigqp,28
VQrJCbXGVA430,hzjrbwhafKNQ,8
OJzLUAHD=905,WzdIXH,26
JNAzetomBGpBIw,"uvAp(,ox",45
_J>-,"' S",44
MmbtZTCtkImNxNKuqNAH,"C,$T 566",21
r/p(bTVf855,olH>MuksSjOZAjHwYDR,16
"LLg]vV%xW kkRz",tnjtZ>,4
XwcPNuCQb,lH]pQXkyJycB\fOKyQS395,32
IRRdvGINIbdRWQhurd,GoGWUyYdcFinMgxtZ,2
"b@xSIuZAFuAWNusbsx;LbW#550",uLPbAknhgoWOtw,26
m=ZZYW=YF\,Mh$ntlgS\pWGnSeYNxyU'312,12
f[kf,iblDSYISOp,24
GiNwxWkBjjenw#G\,LOgTaSmbkMk/955,49
"Qq MpUxUlFFl/t^ZyjTToC",NBe,12
"H XJ",xowmnuq,27
MVCpFXaurR,KlvBqqE,2
k/=?UfhtE,co_SlPP/Nt#iJva,20
<%l_161,dqjLvQmKsovBj890,6
Vh<wpMj#[IgLUMllVkvkDd,@>n,45
aqHeqaqaJt,G'yFkFZn&xKaodwlcoyju*,17
vaQMbwx,Z)o%y-Zq$675,31
"(ql gA ",(z:[hgp,22
'cTx_t,D*G=145,15
"YgjMqRTK;",zFyNwhlub,16
Em?818,?HZXkHbp/,27
D/bczRmT[ioBCor,#p<NKWCiv730,15
Qz*TtYRSQv\vv\PuZJKcdT668,@dJW+<872,45
btgV,rREIFp'<GC,37
XoZbTlC,"zg&;@ty",44
)yYvzrobuHCSMQ,"PseJpuKegG-acv;ZpuvT",49
uVXEXxvOwkpsihbjC,MKOh.I,44
YhaXg_RKJ`,l[T,26
:U$a\vZbewSmGwWi451,Qh\DBhzcLKe'Tq,43
qzxFjOqDPgp817,?w#nGBUaTPWDD\OieRh,35
umWJIdtRmtPRvWdZ,K)y)ptlVyGtmy,5
BwYGhEixSqHjfUKdy,VULcbIwJtfXUVfz_gbT167,17
HGOdDZxNcUWvnsG,+hbpLgvWkvms,45
"R+IYjArCV eTQRJ",^rg@Z[h,22
VOwDHBY.d$gPY`FPTuDUo,"gyUqOoKoYVLaK@)r,vlOl",34
XCWrI&um?lM$YE,PoNWblsL'ikV,6
bwwaQu*L+itO(WJBmLdDmzn,"wFkOCzwgKg,ppkKQzW",3
iqjeveRiIkAoGVoP&762,Lu&GpUeufiMyhrOs322,8
S:[,>TjarIP`R$305,45
N`ZhbaI>545,"CURPwR=PrGA,MULOZJOXcu",38
VH,"H)rPcghX AbHELrw@PkUEt",17
ffwmMzhRSSPyWabQKo330,$iCCt,41
muvZfpU@GcENAQAZ`rKwBX,/fsI?IpGSsyo,39
Yy-,bHifCcm$VOPNNvDuwR*#PD,9
i'CYgwHpQ^Oya,i+Hq+=Y,47
sTYojhy]937,OjsRgjk725,13
]GXWT,XAPflnHE,32
s'Ahpm,+'J,23
$_OKbaswi<qPy," OEtHA",45
'hwmcSLKJIZYD@@919,HETqIpt_,17
neDMiwCzg154,zrvhxLYxPRBOu,6
lm.UNvK=IU,SDi`IcjFwvH@Qs315,35
Fuy\jYVUYAyeDN,V<bbQp$fHk.qXBvWGKF,37
JCXgtkczHGgZHi,xZVrPE=227,30
"qumPoU%YwMC RkHy",XopKiguzWoee,37
bpDojNGwcUipHfu,kPftGcIQjqoPnClRGg,46
CRQvJ]wXsNOfjmLVN,afBrZAaPGgHaXcMDGphq,16
Qfaymr^qUrkg,YQopliDAsk,20
ff<$XX,(fzjEEpwg#Ixqo>Y,38
R(ObdS:Y,ompZmqlYUPZay,15
"wEKY SICqYSJ",Ywrv-RCUXXgkEfYyu,27
"G. .449",EpN,37
GbDHcPIKC`,lm.UNvK=IU,30
VJky#347,yWEZmaEs@,32
.j\739,"c?Rmmya$Cg cPpF",2
BVxYdveETYosIjIpx,ji+uNGPcqpGFYFd,46
GYecupuRDgkRhWzvOmI,SX@QTGlYcvE,15
"ryRhWhvFObIRaD yWHd568",%m::,29
nBlHe^ENRTbiAaluylZ)q,/JMy('W,14
QnrgR--y,QDW\.jzqqgLOVmV,29
ubzd.DrVoahoL&s/dCexFlB,OQKt&dW(oRvrtSMOqP,28
FjfvE'rOcupBtRjLZ,"cxVmIPyc_t;szDPTqhdCNs",43
mpyYDxsyMp@182,"P;645",48
Mehgv)TtYzCECsoRb\278,`ZLl#rhIXhB&nHP,39
blYcaOorgOEUTWwMeUO,hrAwdRlRdKuxV,37
"imxY;","cOuU YAWBYLm`504",4
ufbzUQRvWMYTYpTeFMp^494,VOwDHBY.d$gPY`FPTuDUo,48
FDJrzmVWgNPUEjfnJolq,eCPxQ,26
bUQlCiBmRaUJybOGS,MfA=Ltlr,4
cna.tXzGRFtk$OZdFlJD,y=CxXL=od@mSqgIaE,27
LxcW,DpH[JvfZ,17
"^=UU hEAgX","rjYARH&wVD gTbbWtM",39
qU.um,@.K(,50
CSX[m<gLaA$rIJnYiCQ458,imjd^G,38
ZFt?C/iLKRV,GdHAVQSJnwEdmzq,18
[WQji=MKUQLM(IiNK,pm=Vc@,16
gdsN*246,UtwD*PfYpE,23
"zOO vkLc<Ug PSdsUOO",VMf_lsbAUDxbSz,34
=XhR:dyn'170,QKHwm_kLkqz,23
hy'#roPMtBbau,ozg_PXGD=^nYF(938,13
ttZhajhaPRZt$appBbAie$,CfwPvjxVTzpCJdRh,24
TytQexdBKCclNj,LqrCMMnCzFDmoafsR,8
qSk@GpeuKx)G,ERNHj?dVMRv]jv$,27
kLpRr$N*bJPUt,lRNUIPWswlnMGXELBml)433,16
"D F",jGbGZelfXLvySsoPt367,48
Jzk>DA,kRGHSONkzGdpIii,9
NDLCkuMHpqvH,P'-tV(k,4
vRiUv/RYpQ198,mi%^D`wV,31
lzUssOIxyFgFMlPoy+)-,"qcHVlehn,<dZpHwdtxQPX",22
BB'rsuIQNCojxVpZZH,QKnRrXJhL.uDQwlwJTKz,50
DjD%,$:kO&_786,44
sMSf,"*Eft ?pDvKLDF508",3
D(Ec*,UV&)jy>yX(854,2
I'^qjUO,o/`v=kYwJHGg,36
"E C-T-X\768",xeLJKSB`PLYsmx=WGPYBO,36
@foH*]pZo,UEJlWAGqSk,17
zNGmraMpCjI,"FUP/:Y;jqv",43
"aJ@-YboR;kztqU","GaCAI(KH,PK+jSBJ",19
jzQWZrzseX,yXdctwkGvDdJoCRfP,20
"KS :400",gygiM,42
.'esDGM,MxARA)tYAkv,36
C+N,axIJutNhnYJ,30
zn<vhFdPXSQkn,rJiXEJ*h'BLOtoByOzc]s,15
CbvLp*yGi<447,FfmLNd&,36
"wSrqtxuUI;umT\227",XMr-<hE[Ozdjhdur,14
qKHA^nAObeMCW,o>V@jyLtp.,34
vExTGAscD-hCJmoX[x'796,HwT:da,5
xjlO$d.255,YMg.YqdRMiXZInKsM,19
Il&dz,zcbDabEEyGh+824,14
ivcOob>Fd698,YB(,34
+b*poTWOIwmUOeiB,zgQA*c[jybqU@DgPCerV@449,18
oFRhG,(-[Xvf945,37
NguAsjA@OQTbQMcrw<,tOfVirAGXNkhTD,15
s,aw_<wi/UVt,1
"BhI,bmLgvAZ]WDIfJSnA",rmzcFHr'juNs`qVpW,1
"UeV+VBnWvK\iECIUXl ",yHTqwCwJ%L/HU,34
"DhAXgy@ Rx*XrRE",gmd/nw?:PbOijeKY,48
cRZyB#JfuO.EXzMHWYNi,YaZTZ]FmXN(qeRJPAZKDvu,11
mmjed'g]FC.nznzzAgmyID,XVgELryldZ,24
DqSvzm,yhDlkOZsaf&DC,36
YWwagvKQGYnMb,byJDZ'zvQdWiGLl`DWbX,41
psxLYFWP@Vxojx,gGqRUtpae?420,49
"unHvy;^AkKGH)554","qumPoU%YwMC RkHy",50
rkPAeskLO396,Nl%Ij/M)Ce,42
m/SvvKCxgfI[^l,pig>yN,47
rOPgYOGbLU_vBudUva,"hcLtNpnczZuEW,838",47
#UTU[rntlAaU*,pKrqYSjqdHa_674,25
"TwiQ:ChUS=EhnFCcV Y","IdwvgjtyqlfSPIF,r",38
gvLbjumnwaKK_adGpYyBj,": =d",39
qrsFoCKNLCtSsiSgJ@366,YdaocNAZR,45
Z*$,jNTyx:Xvl@QYiUzoG340,3
p/QACxfVZzQAJQc,nbO>AIyjwgGQKSyuvKOG,24
tPvorEXemrc,WBK\I`.,25
toF(=,iAJDSFDUmqaPbCDvU,40
FOZfyC])CARHKaRD,KeqNgmmsRDc_334,26
uuBwOdMHU,_[P][782,4
RLXBFdbxtyrrvVSHb,ZLIU$,40
)kFDxDBp.b-irPMub,^em282,34
wanEwpXqay,GyPruVuYBwkTGWSaJO,11
OpOVaqVVeFrhnPGVVo,WOd(dOwFFOMY,28
teXXltYUcvCekE,nOlyGNkVzuNKKchEIEId,28
R'ZM?oy?,tBCQpvH=xk[hYDEC,25
"QhO/bdlIVn<ylayhoAQTz 282","wGkjLkdPvPV,k",3
usGQMLlyFtMC,dl,19
FOZfyC])CARHKaRD,CPPKGA*wBBANAb_\i,41
mbbXHuwJObATe,kL#YrdPZ)422,4
"tkx?sDNN,",FclKoKgwV-fKttANIq-,12
JQ'#gvG'l662,PUOkDFwCjINHBoQBz,43
Y`633,EAx\]iocSEwf`*130,22
+*VZj)," =>K*160",22
IwqA878,p^[657,28
QpTItMhnhl136,=WXOngwvKZ<TUCSatO,20
GpcEwnq[zahJMmp<YumD,La,19
lSDIx/-DOJ-kQ836,"kr l765",19
wWphtDhENSdDLAWqVWcU,YaDYpIql'dzokUWsdI436,38
afiwWaEwCWFNyrLdo,rEYCIX`ve[qdzMGNr,33
eBOYKT+?520,eyTYG`HrirrCWkvuseg]714,28
TpAtsCVZdgueyxvy,LSeniMeQtFiwsBKOPXl,42
#twvOai#mdnoat,"k_simeCm(et oPC",13
gOPNc-mqQQcrEeIZht702,qE.osxxndP_Kejg,42
xvtqstvEkECnkkPFGKwL,hHZFUaUiXTROvagfWU=583,30
QwzTQgsNpRMEEYdPKlPl,%/Pm#OorV,10
"VUjDseIKVe,]o",<xQopDm,40
]FyXNwk(^w,WSkyYsZgOzAV\707,24
nn<tFqvOij,BuiExpujgnkIvqo,29
"FPNclVuYGeVN;NDp+407",Ud'PydxumAQ-b@HjG$901,24
mYIvMzVMJLK,q=K#720,15
uqfquC<LxZiCEnO,-MVesQ,17
JWvv]GFvo@lzDIHdk,AZFb-cS,49
lnpv)815,*UIdJrWFS235,50
",_ebRxXjX$",jmL@Ht,36
psypZ+oZfB<TzCAsqO,fuojZdXMAc429,1
SYeAyzG.FNPPE\n.,PLx$rV%a)ydi,30
.TjEFAAZtBRrPfxEc,uHCc.922,8
aN&EmvHc:446,J]=/,7
]G,EaSt*jjMrUCke,43
AHREWQVb,+:XzkvB,28
mdwi,bgEMuC,14
O%*_ajqaCe731,MsatNXkrH,1
IMTYxfvREgxYOmuM347,gMOmZniGqLH,7
lTFAbhFAqJzUGK$P,gbt597,15
oCJJEofUymWnGHsZX,";t%NNCWmFolRvv889",7
lwlDhiXDZQlyTxrrZY/w,gbK`$,16
",hw",a?/,4
v'e*y*MK,"sdVjFM:vU;wNE",29
UciPkBpZKq,l(>S&,43
BUPosZy&KqWlKsjgkwJBZ,"eTKjbE^Ezjpo;LJKzwylGl",17
"Qh C+qjck^537",JHmf:sjyU,41
Ymg=681,xjlO$d.255,26
-amKjgk`NBsJVYEeN,nKJnjtqeqGyhav'NH,15
SF%TgT<wGp\731,b:BvLQhSGDnCLuI[,39
P:kzL_VVUep@j,ajUeJIBKK])SngsXyNYCDP,47
WhtHGaVT+Co[vnuxBU.tW,AnW&kjYPChiCC(c\bctQcz,17
zWbAb,b,25
"wxN`Q;bQrIxU",NZSKmqojlik996,13
HsoIqUJxFiO,zOt.hbnITjGH,35
'AWEu#505,itoE??ANDTWYaCPe.rxbc170,24
" =>K*160",KTLqsNU]G>LxOIme,44
%UHJtslEseyCzjWSXYUQ,uUO<UP/uLPvKn@wJCl,21
"G<ORTz vI]Ra309",-Ul:*TUz,12
q=K#720,Z210,22
sHltrznI:aPghJW$D%BP,"gXYQNebNHFTvtz;oJhxtp",34
:STXXsC,idZa-C450,20
paCmLceCMuKfChlxlFAq,DoS,6
zOFPggSA#lNlnNRJ&Qfws,ymkL)>.JUDeE,46
IzhLBZpcnQitO,AmYDLYsd[mCzSoO>MRXWry?998,11
a%JsMZg+th(HtHhKnY,ztSmWKQi=SBFnumqbF]okX,41
f=&lBRJmRifc[jK,Rr/@zfL-Q,19
WD.fiVrVLb,P_Rgs(mfyKz&s,28
w=cg=kP'b,@x=d[pkjkdAzvS,15
ZXpzgG&ueJfvLy\Gw,tRHnhJOw=Wo)F528,21
MrJtOXNl?,YRhXXAjLBQ,2
ylM_sLGBHRsOBHzpe]YgS,anSXt-QgZdHIzUNXZnNp<,24
cnIYXsa%JP-K,XJxZYhRe&AWifFjxMQwkT522,17
)tm'Ax,KQPJVrEGzOrPVaqMUfY,15
P(c=,msmSrUsKefftoox,22
B]fXksTSu,Wi@609,13
Y?<fTsZfalQEmOkDSrEEm,osAlrwAzCy)smkeVYIaRq(918,22
)kF#410,GN$=(c,45
GszRVxxQSGNoKwALf,igkAcT:kqUGoHduB,48
yPyPovcaNURI,QswRZgvhFiHCnnDe,14
"IGY;aJdL%a]FRfn",+?l#,45
MKOh.I,aaz,50
Eluu%/,avnxgmKRpjXEkab\B%sb+<151,2
"?aSYrFAibdBPWcHg;RY",xxNtVsNkz,32
N,\VhHBxkfuIO^ThRfo^,1
tzPUstTZnH,#zU,47
I'^qjUO,LX[TnNbsJZSiW,19
]C=,sh-Zt`571,36
V&qS-a,x,4
" cZWp`O@599",Mehgv)TtYzCECsoRb\278,7
EXOmLr,j=o?=DO,25
sh$HnAgJZtEZdkYiuH,A^YuaI+fOqOaXmQ108,44
x832,<rBF_,33
A`WyiAExg[_pVcWLW,.A_ocwQ,42
uuI,f+ChwJE,40
()cktK)G,"qUSIA\my$GS,sm",28
EQC%PdEOf^[,NgYqCtt-PB,31
"?ig$c,vQrNTg",eC@Ks[ApHn518,5
[ryWgUEfz#GsY793,uyBLzxXMgAG,38
jPBYVDWv,BmOGJxhoSWVwvu262,41
"os,xN)hfNuZRDNQubDU=","sWcT 792",47
aZnz>RVf,wkDRrRj_xqEyNtYx:GjWm/,26
quzbDpv,y(SwNnaS^,50
a=VwMU<sMqxGVBkEKe,"]WZiQ,urkn\Q",19
"sA A/",xa-JIqElgBRjPAJB=/dkB,40
LzQStdIH)KZEGzHVf],%/Pm#OorV,6
ooqQvPtrxLII,fQMWrskqEQq?]LKZkfMD-308,40
tXbh]YtxmDMPBKcfy,YLQRTPiA,42
"yyVASUSfwYW;",Dftfl'489,9
V&Fd#j,:mgJSf,20
@TsLQ_$,Lu&GpUeufiMyhrOs322,29
X.k\`,F=jQf]ctjp,36
lXMTJRBBCivOtOxJ,RQ,20
"qUSIA\my$GS,sm",fTM]aqFIHfI`k[BAiw,20
QMEpOLBFLez]^xLvM,"%`bo ",29
"FUP/:Y;jqv",KQPJVrEGzOrPVaqMUfY,2
AlPnQCOFoNZkvMtWCQ,QsZfYlomPaU,49
"uBb;941",/ElJ,42
rXIkZYEJNpnBrlUzo.835,"Dvj;C\Tu]dKEOOtFAm",29
"hYSZJ`ggUgqY .",wZjOXzP&C,14
XzoneDRcgpbUKavQOWEW,yUNUGyper,49
[RtCWkIFk,ltYaMJHDJknUZq,37
Eo&X)$GR,*$QX,43
"f,[",nMisHVjjwzoi,1
L<rCOZS,SZ-lAAviOa.dk#106,13
icFnrgelYfqDeifjxWl,CLJcNQNo[[?FsvBSfP,11
yiAIXFMwKpRQN,Q%QRkLhAaQ365,33
lqUpANHBJnsqEpKVwvm,UIM\Mxq/SE/e,27
ivcOob>Fd698,"B/X yd",24
VVUkRiPvmtdNTDIfD,ACQ]R'RbcPqQPLMJQMG,34
DqP=adN'kGpIWloIr^hwsY,agh-227,42
J>bL_YZLkxU(CCED,nxfEfOfEa?+TS,11
DelAOWrOLWEGhjK724,yrPJeTTr,19
H506,"LTwuFUyyezAF,N\",50
tM,mDPlkQb578,36
UieMsnaDuTTWqdlbxw^319,xtPi>+G,16
aCZmgV&XY=,IrsPaeIwKNE?KfBHqSt,12
TKMpNwqNXC&BIphi,)>j,34
GTeUbjnkNm&GRszvZH:,I.W[KU&%695,32
Ml%ieFEnPa%,pJK'@'MJXiauUA,9
fD>pDFKWyYNVuZE,?#<yZ,9
nFDeBPAtmtkfL-165,KU(cTxSrDl%Kd>783,40
RYbdnUrks`b`om388,quzbDpv,43
OCkW993,mWvIe#UiqP,6
xganaSngEgbbDCkeIXi,#GggA175,19
qdSgFrq]JQD<BfyXYi,dQCIQ,5
b)G(p,jm%apgmjaPRmIzD,24
"oaKIw,THVJ+H\k)821",WE>pE,39
fevkBDNbmebuARQKAAEP,u]e(,18
OWxgfvCAqDacs.mBNjC,:m=245,7
dGXsQoftcJ)DVQa,Ga+ebDoF`118,28
