Source,Target,Weight
"TSI-JxQBDUXn f$CgYb","t)sduclmC,t_hKPkPPKrwNB",50
"cKO,@nn=800",";kL/;",37
hihRAyTBidIA@Ppvi,"J@;G$",46
GWJEfJRtugM,WVBqSzaXaX>E,37
)cs>YHBTSzlw),NXIc=Yjmdj,42
LMfWN830,yzon\MPEJqbcKUaF,28
Ptq]pSZ,MJ.tiEfPX?wR:IpJt,22
vexuiPxFNeT,fQzNRSGKCvCvWXq,31
jnTURmsJSdBoIp`hmT198,"W:oP EC917",10
KHUfNlOWPyqIdyAch,=eG,30
"znYCMcQcagQ,FpTUY",V:DlYL@YkmazOzM/wriudPR,17
oYNqIOGsZHo,kqNs,29
"dQk AIGH<788",ym(RYm:,23
AsMBYPVD>VDIvTpMZJ#zbp,"tCu?@MZMUqru,skRj",8
wxXbijrd/IFlsS:729,dLj@v%HeYWvWvN#Lt,4
mrRWd:OyS-J,"B^;",50
Cax'HNAiX,>[zU&cDTUjxvtnoK,13
_=EDIiBxLKX,JmEHKHG.EWbPdnSxoyi>,41
"sKK?=sP,",TwwUpyzaMbK,4
M/uiBNvLF?OrgmwtN413,:kLTbwjTphOQ(NS,38
LOsCt>aF'sM$,R_FybOAqnSC=,23
O#BeNbsRtxHI@Q(jC,ZGCv,21
gxH/rD,kdkv[RTEtJ.MLZIvWem(538,13
BiwaxQiVwwfpVCr*uVBsL,wQ254,11
wKrqHpuMIWFNrL,QaypHtBjlvslhSXmVXd:190,1
a^OR<rb%xqczF,"hrMt$h(zsY[I 923",1
YcXxUWDoZNbaF,kiNe.KHQma,29
"vHoib,","xCAbEy\GHlbdLBEEUwfrO;",35
"vp?yWDWniM,548",Gktpujw%j+B%BwmQnO,46
\ufdP$DpdD,Eioo\XcCqZ`t,33
yIDESq_,JnXdQOockwT,16
"O\Y ",dysLmH&XYXWcg&unQ,27
"Th=WP;gNq","K*C ^",46
"BX BTE%GnrqWJsnEOY",.yFxBVZfnEBSzxwsSDB865,11
rvILqP_yChkC,G.zwBaL$r,19
" Ik kxGbaOo",AWecKelELZUZ702,14
zCexSMSXUoYt=bPVDrDo,utembdgFot)GF,46
bbm+wreioI?>VkVcfpKz263,jPopfMJKQTSHFmktLOis,9
"eeVYS(;AZAGx",jSQvmCqJPYO'*QYDlA,13
"pqd \XjGDCP367",SQGGaN?AX,10
C=HI]zH+MEmV,.^S#,34
j?YbVVzSt,Jw,23
Ln[Mi$)]463,fFpCrRqB=KNoFARhgsm,2
BS.RcEf&RDTiGKX:XEfZm505,"j <\928",9
o:H=olrG,qgDPUXussk:Vy\TchcM^kU,36
Ee,a'J,26
UfMvl)OR+,HNPM&DkrGwChDQOcD$LA,48
%utQyMhot\oJ,dluzbZ,23
"BsX fxSHri",W^XtLFigVuFqZdDR,43
cLwl,uPGkr(AR=NGGoOzg(zN,4
apYE-cNp.PWpioCITi,N*FQrOcybqELWILE,9
SDWpc,"BkH[zNyZz ",35
"qp*(mPSsI;qxw","qrdqVBFjqEd;TtBXr",6
"$yc[ I",TASmKzDtjscGQjk/rnQv,9
QfOvXZnBilkkdtCpqIIF,",l^?t",35
NrRMeVYOSWVdCmZzE)ozZ,my-btaoi,20
"WTH ",LSrMtHUiHSZwHFENKlU,50
j?RLYBZRCHvxWqhM,-*u>[602,33
BTDoS%[UQ@K,uLd*237,17
(WgVetqsagTCtrSIH,HmkdrMRjVmAaVVtpHJj,39
OJH_vzzBZ#DdXoI,"uiIjE ssxyTzt-Z`",19
dRextttexk\651,<mIiuOLaGWqJ&YDSNN,14
MkJctHj`MVM]tSpyuUp@Go,"r,swmIJG&I",10
'$g,TE))431,1
l:hvPwfjUiUCL(cRR+dzv," HV+F",26
GjFgnbu*]&nqepL&982,"$pjgNC pSQ(wMJrX",36
msITWUUqGEXsQ[jiyl^/tN,wBqyJyjmvZQV$t+y,3
tsoZPYrMhXFsELFOeNmz,^nCTpNcdhiCWi(GmpBXa<,18
m#cbHrUNhoGiVwOe/652,nZPvetdDraZAtSbQ*939,29
"uKBTkJS kSNTo:py/nt","s,TAiEcEwB",22
meB[,oA:owB<nWE$Oz,32
u-ohjRvHh:BNdXyl,_En,4
qDSBghWm\RBw.zWkr,UqVeCTPiCgFPPhlM,37
kryq&,iEqsxaeIf.kVj?QW>112,32
",om%",\nJ:VpMD$Hn,47
]VennDsaKGa@E@dDCgTuf,aHFnUBXAQusgAcuMd,48
/xDt>h?,tpUSdbdEPEVOqGND,4
"bvJyHj`vYKh DvxEHs",rtCRAH<pKVrTEpiv,49
VJfW*jYAxxEzZOZn$qjj,@iamlm]EiSz+Mo504,42
hvmNcPk+ENVT291,XLtAaEEkrFFX*BlZzwKDc,28
"NUlkFSH.u;s:tg",JiEsxgVjfjicTQMuoi,31
wl^CuUIk]iseJxytFBZoI(i,WLIoGHyxWdciD$DNDkGK,25
L<989,oixVSBivTbmnQSRUbZp`616,15
jZuQ<pwA'luND,rrY:pP=&qIjtDIuGcB,34
VnWbQq,VMy-yNJtp:GW>bfvtwD(497,18
lOZj,Xj-UdRBSr\y$O,28
j:wYvIFqyKW&nHdwhclej_x,unZvnjQE*Na,29
NhZJZtPJDJWVIlR,v_ow,18
KE.%,IoL,9
CFKI#245,^a,8
"=FrcDgE.uhpR oi","_FgOid;PksgCaR%SmFuUzG",44
"yy.o;",vQEsIO332,38
"NNzzktulXE M",:qIqYUIdu<Bain,10
"trwnwAVW,edXCE&G+",#PCgqBpk:roAlCGrZbYueh',26
wofDqE=smJlMKNc?qegYE,"QV<p,w",22
EnUVDIJ[aunDebReltMsH,lML_AZhCyL'RVVPelgMeJR862,17
vGf\yuIgz(C>lx,"cmAfrEaNWXuqWh;]586",2
ZkiAGKrVredVMfWeg,J\v@ZmBkei#htb,1
rUopXXCbWhGKACfWW-PI,ZwezKlFqKkgwDPcs=uxj&591,33
"orHILy^Kw\ SMhB","jyMMrufticCw;RVt/",39
q,C)IoPw,31
Y=sGPiDqlE994,NmdA,39
twokzZNHsOcUYJwwu$Ttr`,"]kGgCHPXYk+P,x",24
ZwrLtx,%LAihTOcqph,43
aoLjEV:jaTxW(aTnSQTc,FOhFK+-MJrpnh,47
zEdOZjRE.tjzVUF\,kfgHvtWaIyyPPDzMcpOF,39
cNhdFJsVilEkxNA@H,rWxg>BI=TyDmpOtVG<,44
YgWw,>L[NjSqPXQzlekIE$fHOTNe,44
"p+SzO D`HBDcmrSAow",UvrUUdYhlD,42
CPm_eaMUHS],"u%vv ,IAEqQr",9
x`,ckNK,47
hq#DUpr`baOrcsBcWOBK$795,iJWmZiNdQxhwOIdUNdWc,26
\MIxubTYRmhUoJiHNUK874,fKr,47
SsZpzbeCfz*,FpcmeKwni/Ai$lN#,3
fWre.P^d,";O*O?,730",19
exktekkJ,OpBGzgLlsHpGJT]p,8
"ipBQJA;qRw@823",WJPdfDcH438,43
"IEFlWuyQsMsldcJ,W","eNFE#,G+t",33
:tjWKspa-,PvrQ#dr&&EDQhYCzoyMoCSJ,3
nzA\OLSYcm^xEbCGIjDL,"wK PGr#g_nFUwSnIP",50
Df#TRqRB,#LEkf?GCXlPEB/KXf,8
DM$gShU$YoYboQBRtAO,ZpVgISYAfwNPpI@TnrvD,24
OuQTCf)FRpzc843,"NdHjPNZ;k",29
cjTeh<J494,rRINvQWRHOZGuQkVVzGg,16
fbpwztwklTJPuIvmodqU,SS`jPtAZRRa^l,40
"lb@ DKvd",:b(,27
dt\BnH/ZoCCf@R,IeBr,36
@fCTq+$,IQCE=L:h<B,5
"EAwqPmUcPGEbII,nier)131",VKPPMa-n[Rw%711,18
FF$qyFgKqpu<,Q\jznFb'k>q,6
_QtT$>433,KUv$309,21
dzZ[^o%Msm,",/m976",44
/c[,nWnf<G,37
caaXJSoM$Um,aOtsw&lBlkvv%xeT,13
TSI?WDLhatFfiNep,Tq:yMNAsgQQH@NxtO[iHYwy433,26
URewQVvyNOYD,TZzE^ECjcMHIDtfJc?Xew=,27
" h872",C%h,21
DVjNlcdtfxqHRoSKQw?205,"jz<NL Sh^OC*299",10
BYfWnjvoj>lZvlyLFsgn,Wr,21
gN+ketqkwp$lh,CZoMezIn+PM.U?VaUF,31
kBjV>aH:Vtnn(UEdQVTpW,nwaPlfiogX]YTbg,21
dp(mET,jFYlKhdY:,43
"zqoO,$O","ApCeLN';b:wE491",31
/sjUMWW>(u,pTgSpEjyTlhDCCbzD,25
HYIiQfvnP:,PvHMqHB)lanDs-ydjIJT,48
u_b$HhZ?bk,"qAH ShBbOEvT_aOzq'666",40
<P)KaopZHhUWUMScWSSsu,"ajmDl^;CS",40
ANb&pLkB-AmJbovgCR,jfHnqoy+djqUR(&skWOa,28
igHL$Typ?235,mmISIVjYb,49
cS=T.?(642,VlrNGRxewSNfsKmy,4
drpSdbeoNSnuKwlv$KYg,o`R\k`j,3
._c,HKEpkMhJMAy_[,30
fJHl^eAnL,"v\*VtbBSPrXd,qDborV588",43
ZOCdRcAYsa`KENcVzI,lmxuo'Eu^wtg,27
=vP,"tLGe?z? [714",10
akJBb@mKcq)609,jskA'itWwqgewMD+UQg,9
LZNITuaDp(Jo&,FpvsrcudfpNiXArLOrGY,43
"WN';iq%-476","wVvg;QFwiZPc)f",35
iylFfxaEMnABp,"lfNDAIIFqjCaMTDs$;",29
[]pM$,"e&cYKiBdELvOSAxJ,h^XHV@586",8
"GG;ApKJpo;-TteysZ",ALHQ:,41
(I+uzVBMi,#d?t250,27
LHwn`brlDYwoq<hKDcV,QfEEiiCfVlxEh^450,17
"XQaiGJQa zjS",Y*jAs-,41
kuAn`peMHaMsIy,MTIzjRbVi,35
Sz`qunYwiBpFGLxaNI,SWATNNBGRyRKpyz,19
"a]ko,KDB\",IfEAFGtlFBseX]zlLV,37
`daKIQaoeB,Rowq,38
nMzmjAwumQ<VHtt(B_," *E:",26
AQ&lUWltp,voZrSsTs]&CfZsdl,30
-lTZFXjvITXRMx,dJFTl,33
qPpPuiYy:AyIShrudr]ivU,XwSaghRViw$eKuE[432,9
"sEMEqpZ/TIdDASkcNn Hz",j\cKpzas%OBe,35
"xnNBQWvp eXrOJmk*Tl+U",Nfdq,18
"sVsKfH,hVhy",lk%UzCeh%o,37
"jsa^j*j;v",L<.y(,21
CVOYYbxMckA,Jt,35
aoQlIVLpxcVO,JHUzryY]y@KW,2
fjmJiej>:V,"bbilqHT wwAV_",47
K/bRYiqIqzoZ-qCZDwpu,iwBgRHdAuzCsJmMRrV,23
S:HAwxWvncJtOM685,qRVmjHjjFViqKtE,43
dzfgRYoK\oAWLYPdnc,.)P),12
Jh]aKMGD(dfFlU218,hYHjIeB@CqHHUHlcuq,40
kwSBGD\e,aHTlSk),39
dIrHHmDhLnAlflaLZ/222,?=mW`386,38
TKw/AF@R$hzkPYroQA,UyEWRPo],21
ZbGcechQ,_Ri(v.,6
bdFINCdxJLqUvD:808,%SVMg/cFICS>O,25
BirW,OvQ.mx443,8
UB/],"^TEvhpmaK oUy`",1
sl'G=314,zqrubWNWoTEBjzIQoAQ,26
)yTAV-SKU',cVTHrH,37
FsRxF,XhVZkAa'clBYTSPn'qPH,29
L.JMJZfTqX,tAPswxn,29
"tUPeEyPx]w,ej",DThpJwzSeLg<PNKHlPS,40
nZK%/jP,atZYMHHXpIAJGdf,35
"ASErzk;hSYzUHNnPSZMPQ=321",uKNqytMUnXMGJReI,28
xiu,%CP,1
"pCcqXqK,ngMeFQCF","%WV;(952",50
`c,zdrRzuOekt=zWoRHH,10
xKKSmA>b[Fic`S357,vhaxUzXa,44
uU.CnAk#ChIrkYrA,$N[[WZPw,38
tzgSjYxtzaKXngf]925,`f@,37
DI&wpV@TLnAzo^FiBZOX,zT\mobhCMMGFrIxeW=oDs?K,43
fL[UD?vk^ZoG428,Wn/qfRoFZYRz$'nzABcF,43
#JYeqzdb(VXljXo923,)BbYFpnT\hVKne)DXoF910,29
BYfWnjvoj>lZvlyLFsgn,"fr_jt ",11
OW,tIboTA=ia,10
PjtWtTNlQ,fhoNMKxUwy\xkrIFZblas$,21
"uQezqM;HS*k$L",tEnbaAn/Tl,4
@BY,m\@Kw,3
"Ys=,ze:Fqe",J<m(ZO653,8
Tk:x*+U,Mk,1
viHH&BvrSazhFJMXoJ[,nLhpeetDxaxRZYufQZ,15
"Bm;",CWGsxgQhN,16
</\Zw,KFatzgCOkbVMEoWb<620,12
"N$S- EC",`GABO)885,47
>Bv*,oonRpSu`nRGqACFF,44
OPoYTBNxStgFac406,VqFYAhwaUH,45
/BxJgVLV@ZEyNfHNP*DnJo,eOh/sTlsog^NvORhHp,19
"gbFZj TE_q",auOjWxnj`Py`170,10
"doO u ",tqair)HJcRkrOYbmit?#,30
BAsYbVLSuSOBkT,jdel%OPA'j?986,6
#PvAqXcsV,OdSin,50
o?OrnDJT#fWCkX,trTCVDvfQLm,36
dVtHbJyGOtwInDmy,cViKmIb%[slAC,44
pXGz)PzBZXMY$H,BHWq,32
ykXRPSIeHGs)ubB,KYnZkAiaTpWSAHa,20
Zi-INqZtV*trwxPA`daC857,GTTzRN,50
"hfJUFwf,",Twfzk@Il?vhqKcybip]539,48
"bFPHnRW GnvmhlcAZ",^^i,20
" m.pUWbfG+itvMuXQFbYUeI",tjMXWrr?rinINSHzrp,26
WL@DhasDy#NkzUYzIQ,G^Z/v,28
"geC gkkhPfm",ZlXxnmimSOQHo,47
=]iXiCNo:641,lyZOiJqbrWQpL/727,12
"=N,y+X","ocKfstisGMHurUsc RN>Tp",37
/jD+xYxF,I+wZGhEh[aVOoIEH),4
flW?b,F.>cMDjoycpCrWeqaGw[tnv,17
KgJzckztNJpkNuj,aoTpDXEgyLmGlewGsO:,18
>)QAj?Q,HLhMstkRfpYuF,10
pqPrlA/HLnRk,^gqRUofyimeTT.C,26
uLd*237,"Fe%u]kSR gFe^886",35
"DeT*Jwo ",z+fGhWMJV_:JNkD,29
nYujevUCROoNs%h,"f;vWJoiK",16
SIkDjML%849,"m\xS\TM,w262",40
PG+,d$CUzrBumY,13
"I#lUD,<P",QFoIKPX,18
oUGDhi:QlYhgOjaK_,ny>WUJiaoMfBJE`u,21
jSBj)qLRtnaS,R@ETaVxbD#s_sZa462,49
kh#M@VoGHlrYMgLbsPqc,_vd#d*,7
uqaMGXWi@z+W,",-P",25
vWPh,ePKpcOnIBaXcynCRLsx,11
qw)?DHYknMoWYVYF^qLxA,hFPD`DJN`gY,18
XQ\KEgehOBk-@gfFu,biOefAdL)ze,18
NgNYlAsZLmlBu>kirSpr,kLSuXPimn.^DF702,13
UTksdkGtKfmjZdxZ,hbpcmteBJBaZc,43
"hrwnw,KZt^`Tpg",AkVPIMgQhUFc,31
KJ:Y,OgtOI-aU415,5
jwcesnuqNu`405,T[nPedhZsfhfauER,33
\VNB?NX,"TtdH'T,^I(139",26
J[Jel,uSqofUtlsqGvEWOQnA,30
EGH+/AQ*IWNlEFUKmuxg,uTNa,5
EAA`O,PDTLn@HMouxJRohsAmSOz,21
G=YSnynz>inlqZbSBvRJE,IDfSQY,35
YeZ[O,"kmDiROsn;a@q^tSzYr",12
ToVWv,TAP^yt_ZR)XIr%795,16
"jqRynrt,MHm",LlJMrpS-*)pm,18
<o=,VaQx$C%T&qJpTSy,27
cTy:[,LunRxJpcdkwGCH,26
TlRKDpE(HcfKT134,sXWDAiLomI,35
?A'a,%N<493,46
aForw?/,ktcZJuUE\[uNcCwx>grt,16
Xp[YBNU`QDiLO`KTnM,K-PBmkviEbhviLo,36
OcnC<dWrSN,gVXXwfUhfxdWhNo183,13
",+EjLmdj-CrCHqTu",ayIp,46
rvxUKSGrfIQfe,"GIQ aHveii",38
"dF,NFL^487",qIvFhLr?894,46
i<[w*.302,".WSLSBQInquHctBuZArQ 620",18
_vzCLm`f',NhZJZtPJDJWVIlR,7
"Z,uxTZAUZJNcuNVGZHvwf<",xQLVwQjYCRQQq,31
tlZTiz/h?nXPUp&Pw,"Ttp,PLBklvwS&xeBlSQbUg",26
H`E@[,iLTF/rWy.,7
hrPFuwiliH,sEOVKZG,13
eoyZQWI,e_tqVvLbU?],22
mEYz/Z$QVU,eChmoXaBst-642,24
uBNC&To&,`YmKMGF(b,32
"IQqOgWqdlK,)]291",*pC&y,45
Lu>CKHW-lKx+stPNjCcWpN897,"b;*459",41
&RcMMJN\MoDcl,BtwQe_CnwRCgJAams,38
-eVicZ'^frzpDKLkAjOaxeB,"pCFjBntC XNVyTWN",8
^mu@LV636,lPqbe_552,12
KjM+dzyvQ<'183,vLbJbJ,36
tHsUfJ>^zvkk,YIJtvMODgdleLUIFkZnR,38
sG,dJCwgBM,3
XXseLTHjQY,>=`D,17
yTlJursMJadtn'fajxb,"WM BNoiMv+",42
KI=?.ahTkciajmjoA,aTh-tJMQ+702,14
gw$lIGWZISeFmh>Gpa%,sDZnn<A:856,25
Fg#wu,vBNdFJQ<YzbgWIMw,39
Rna#jbAj,yilSKWq$JLhPxEyT?L,4
"x@;",@DTgEtqJ+?cg,30
nb^LlDSqY,"MDj %duw/",1
"Z;cV%",*tdQCKFp_jXFHBLwpphFN,8
dZ*yu*:DD627,MTYi\wCAzcT%,22
" nA(zcKk",kFLPdBPqIqG=vug,48
-+ju,ROf+OiC%hrKifmP$xHmA,25
vRydCfoxVAN^slVAbjIA$,muXM+LInV(lIkf-liR,41
vik@b:#WHfY,rc^x,21
*omf\DAcFoNXupW?XjLOUAO,.NR562,3
t=BY,"UELGTZ$ntuaepTWv ",40
"gSyQGbQZTwa;wRLjr.v",fEjFKV`163,26
-lvzhYHeJ^981,"H zJC&N",15
cxk[dYpww>hyDV&271,"LszPQhHLYOV,epmqaPHk",7
*H&AVBl,g?C>N*,22
=ppQhm,Qxv*OVeJbOCecZb@,25
Gtegp,sOGYpsXRcJOTYz,22
fkPNqxzYWqIrYFK,pf[-I,38
WXOf&,F/wIZV\Vsl(HSqk,48
CktMOCPXanCAGZ,hmQemNlXYC,40
"gAlRyRSyvO=u ",kIgzHA(]vrI,5
ektecZ,deemLCWi985,8
X\F=?962,PeCTdgXkwXqCnbwJYee,5
+.ZI'TODsU810,"avMWtcLNjjsUbWpt;703",41
iax?XDW,GgpcsyoS,21
ffVKwQZ,tFFIMktgQR*,4
t/&[P,"qvOFaEaoZkPSTkV;yy]ixP",17
DypdD,LsLyeBitwNZ-zwrvat?OF+,46
ZOCdRcAYsa`KENcVzI,mUKkCiGcuDszTpGmJhrg,3
ytmRJJ\GSQpqB[F,Ws(&e),22
+Y/rgWDmVm&n,NeqxbDyCw&b#xBnv,12
IUSMpyOxqFHOceamnsy864,\DiNFJTybOd796,9
"] eHKGhiOnA.GYVRTkOSbY",aw(lRt,28
NZOeFgKKv>L,mNjskduadhwLc,18
"KbXu ,DVzjrfrM^MG",J^ZqJdstuJHEwxh[,22
-yezq_*z,A/BfhyOjvUMZCMkp,23
lbNZxTZmbR(x,cW-q),31
_CXJ/j$acWzHMH,DDvkUnKg&(lknDum,41
QSVknn/KYrDajSNuXu,Z(HGAgvHA/FiOYkR@cNybAi,6
llfDqHtr%fXRGMHE:,CBEC@Hdou:UpGkAYKr,23
zdimksAT,NQG]poB/+b,46
q>%*o234,pyFLELFoH+VuCVBM'990,26
pxjKiJvIxkyk,WYBQKbqxznolJ?eJ?eoL,18
cAkNinI=kQD,E'J*fmvBK$,39
%QsIV]y776,q/H.JoVquGLafKeBMWG,37
TUNu-:Wx#Vwca]901,QujETMpmPbdqF,4
"NmPjiLkFl WHQOx?bb",Kg:YkDEpukhfTPT,18
OLctDWzVN.bAt:QResw,jSQSzuywDfW#775,3
ROf+OiC%hrKifmP$xHmA,e)DuppmTBZ997,25
Aub+NQMzfMnUiyzCXM,AeZeeWOIgCMIBgP^,10
Kmc(@spYEhSvtiu,>gt_&LBGuh,5
btM@laHDYUO$CYho>,XDYb,26
.dp,GbLT>zqiVHhXlH/@rh,13
Ipk>'eiVWo,"bbilqHT wwAV_",12
EGzUyq?C)R=,kjg,5
*UyycSpDcvDHN]469,yOYWEAcIZ,43
"h* V^615",YWCS<\R_cb,5
WYuZgnkVZF/zJAsOzfwBx,&sw:%409,33
YHQCkWV299,U_,7
vJOH_n,kClJVOMMFuMisRGE&jj,45
RbPP,@Vit(ZPwMmIEG,25
eoyZQWI,nPHD[U&RQrwhOLbhO)eXa,7
ZHhhr`TKVeeircgSwwjlF<\,ZrOHaDxJZwbyk<t,23
ziMVsJKx+wjsHMfDHZ833,AyRzXazBUFz,8
N[>d,_VRTwDGg,28
KyGkpYp/,sd,30
VvDaPDaRdWfdrP,"tS:_Y,ZOX",9
EXqzJThPhfzCoUiCnytR,rPZ<*UiDJqwGOOyObIFwJ748,21
P@t,Ch>tg`WlUy>nOQYfv#375,17
GqwdNMMacU%770,xMQlL$s(A`gIYY,26
cdyTPQgiIISQEM=Yvia,rtQj:gFhg\p.b,39
bFq,YHVtHL,14
sOo,gRjnYoc,41
j@Ym^,?%f,7
" R",nGUdKvl_KoymtA472,48
Mlhoubfsj[uJIM,LdNw#DLVm&k,45
"uZm <f$gGeY",ty*iuFSXpV.er#k,5
kelmNzIjG,U&140,43
ithUnG,"qrbyM;X@okOR",5
"i =ZqclIy",eJRdmQlsuWZlZUP,44
"zuImOKhBslnODpUH,V",eCX:eZT)s<LnHpSHiLzr,4
p:,NCBN,3
NeF+LDuqyXxf:TejJ,gA,40
AJOF:CA,dqpM`gTyiTa-,5
"cG`eb d`Ofd",PBKJljsa752,15
ecDms,+[s$cS,30
[BkbPhSzgPT,(]q]x,9
CVZMLJUIRjFBWozzh,ljrpTBSQ?kEBRBxTL?BW,39
\dcGaJiRlYE_XKLKEIOd,/H[d$cbUToGhN,4
hZw)WlQDQ,CGE:832,13
ldb#<giPpSCZNGsaa,RGXRKBB%iHUgJG,17
^hp=o,YSi,41
f*HlJr)bh$VWjFKfIHNDC,cDbPftndJuVvqZpaAm,29
=CVbecstnsXE,Z+&fCYHv*IMOVtTKWwv,6
"zH MFnf`"," a\y",25
"/nHk@mc ",A/EWcSkRgNvQO:.XcpMi,39
Io.YDKUqnKovE$OTGBZng&_642,DUjGgkbob,35
YAIFRjHvWYwf$EnQt,".kT;tY",19
BryaYMqPwbax@,xPZv:h>TFDqO,13
Z?IBIYXhMkVIyEkpalri,rwx$XVAlVeBTlor-AO,16
WCVlfNwWwZoXvygvuduw,tUqubzR$cCHuxN*hssj,41
l/+bmDfpCzriIPupiOGF#wD889,"\;,kFZdAFzI",41
nGiN-^iBT]548,FGH941,26
"IITxvSZSI KOolLNG DnM%213",HnxqtPIPYaW,6
xJgqnZihcdUCIYL,Bzv-Ivlt^vMKRGKn,26
xY&*ZfVHX,PssrYltQvNrdDe,5
U_P,kUwnGumXWa\,31
MAYbjYjKtdZyaORU,ebigjFuZV,17
"EPPfxzobDf;,",kLhuvonJehQ(bs[766,8
cHQf?\YQwT,"uG,nu[qJsOc.KXfhdExOV",14
kHIolamFvfCsRmnJBbhe,BHNzE`buX.m,26
"FHr SAJTtaJ/mFgA^ZGz",RO%,42
vQxS#vkQTl,PC$gXLNp,25
&m,:w%,43
"(hot&Eggln,cmgpFsYf",fuMmFgEG,28
"pUCA 'MFyTHhLwsF",PHkvJrWoHpJtpySW&,49
oxjubhxt=aF-qQm&jj,xu\i$OG,30
DcQYhVHq?N+-XDcNjazzmH,Bp,30
yN,?ic,16
cKnQ$BEOcjI[oUDg,FrKtqCUo,20
cXUkgSLrumg,J?-%698,9
#b&,UJj->`L+681,48
=k(q,SeWigfWjSWpTWL,25
KPPP@$227,`Wrk`.QQf,28
JyQCoWYc:pkUstJg,US]iRPsQREXKFiR@O,33
"yG juTBO++>891",ASEQk\SENbbvbRM>JHp,33
PenHslwHenUnELjvtdk,BBKv,43
=CA$&Z,WtVz-#Q,6
L[iir,rnrUR]LENh,24
*WHZ,jOPPfeqifAosApnG,4
z&g=PKVgQQHXJJYb829,"wx;FkabTYc",22
teqrpzRmHLXRvNlNF,VN,3
fxOoDu,BI<zXvnRygHN:feCs.,36
"*hpFpnLZMM,XDoDVRV\u","JHqbJjmu;IxTY[Gm",14
xbLrTaCgdxTIv&clbGnRA,OwA]dgYgNIPCfCfLhwAhh,13
f#n)`g.930,U`YzgCQer,25
xcPrI^/y<uHTDG,)vQgJZNYytMggtwnlJ,37
gUiUqvWog<E^FCuGuFR313,c[ElDsVjk,48
IQCc+zYEWiwRbmlfKW*,i>syfjV,28
'eOdevIIsnBU,M#f)WJwaI=s,9
<kFcfnLG_bt&,/C'(,38
@)Q`380,"e[`;",50
+y+,Cyv/IFzdIQ>EOCr,41
pD+c-uUqvY,"Y'\J k",9
pVTdvH)'OOl:eH,VYJpZUvMTw,43
lnHRu=aE%W\uq,KqMAzuBPj`NrjO^U,11
BmIAQMgb%sTCsVGXxqLm,BFBFgy,7
Gc/nqi951,OzqVtSEainpCsJAR,15
Yrjytg.DEDuDPrjdPf,grk#XjyKW$nZ#oH+798,1
ujD_\EuVnPe,paqw,43
:#HJ278,XPvWesyAdqZuKsClwy,5
QStt^kQKriEPJdj`X,"lS<PieXsWpgeZ;OGYxQj>Xo",37
AQDmEF-X@,"r lStOir;",8
":n*itrV oLpej",kyJGo)CU<222,32
PBhbKKmn,mR*t-IklnaeziAN,12
:S,"tbocL.%gR,dccLV",35
oGpZnYuoMsfCybpXTq`688,IpCoQiXVhe<GsyMObqT,46
"NgGzRhzpwf,Fo/754",bC]y]]rUs,11
:T'TPYR.GqXWW,"'r =P",38
VQYRIyXqrhdUT,zukhfFbQBSWq>GQmXkkY,42
Eo'UHsnJ>KdvHvkELotGW,hmGM#H\frZ]906,28
x(`Nj@,HBPmLyfHB?e)fdBwlImkzG?'293,12
E:gMKwEWXI+355,FUSsIVQDGTlxqzfKC655,4
ASpJPXh/WNQOsKCJZrKar,eLEWXOopL]g/225,12
HcF=SwiK^DSPgWiP,#x,45
\.a/,v#ZVSxIDU,3
)cs>YHBTSzlw),cuIU?QIAWV,10
JHWArtDNJxSLVEvcmNIc%,JslEyCr,42
->]m,Zkww=JXEhoc>f:757,35
"q qgY#ykAL","pubDWsfR*UD,ydT",9
j)*q*,TubXGPyHTqwCOZ423,19
RQPJSO*KWfkEUZrq,"retnjyINB ;d+378",41
mktiEKHnw,UV,2
wnrdMZUDjnUsLehL,"lTHMRGGHbXkkSj;hXSq",36
rJR/mVr,"blYqz*GTAne;AGT)K",37
I`bEZM<'elexyHEt,#u,29
"/EMz/tOzDMDVc,YNWIVUIj",El^hUl#p919,30
G/woJLxso$qpOW=lRjHZQI,W\:thQ,38
"bKXVeqUtM RO^X234",oC)upF-Mt,50
AyBdpqfO$axjDSnpW+SEQh,N]\\,33
DqLLdy\eOPgFNHmF,hlUS+nhFfmt,29
Lmr]ThS@hW*123,"ER-DPhF^T/P,827",20
KmpPCmjAyyJeCq,pHQIIySzMbZEqBbGYZNE.398,8
".Q;GmyeakZat",:dgb@cjsauuu`,7
yT,BmuFi(,18
pwK:\Mjm.,ooGEzt]SBi=,33
jCtc<_z800,"oJuZHmR=bIpr;SIwKwqQgD?",34
uLbSJLRNzDvkerQPVMZF,aLvTMCZorfsfBCH,3
@bxcdUMSqBraHTTPh,/-ibh?RFCQ,19
UllPQzX?SGFuA*chhWTG/Gr,RRxxCHrQU$555,25
zAkUKdjjr,KHTqUhtVAMoyFWjp[600,5
VwJDZHNzsiJOBvyG,"KOYUOXfuv:GN_,LoBdnjG",17
"OkANj,'fOX%hTSv",/pnEy[huBUF,15
QD,GmflHwM,32
HmwIzZOUcMcQNouBJ,eeB,20
lxvuKUE)iMFDvJ,QSSxBlSMIfZGRwdQupQA,9
hPGnwLbldgQdSJYD,koufyaAmaLjrMzlv,8
"_wvVqwcyONyBxxP'MXc,",E$DZPGf#dYW?A,16
X$TABCEzEdGQDrEfQgPa,kDii'jQyXVU)oVY^,47
