Id,label
DfgASu+,DfgASu+
rz)_j@C,rz)_j@C
:*MOsMrdDk,:*MOsMrdDk
_]h529,_]h529
YOANHLDnt@l,YOANHLDnt@l
F^awit,F^awit
sZDIj.fW]',sZDIj.fW]'
<nTCmKtsxltw,<nTCmKtsxltw
"dAX*r;hNqOsBn","dAX*r;hNqOsBn"
cEoDRlusKeNmjrkt,cEoDRlusKeNmjrkt
pFZBkyuSGmER_,pFZBkyuSGmER_
zhsjOhSoqeGCHqqFFweD,zhsjOhSoqeGCHqqFFweD
GQCvssSRcgCc,GQCvssSRcgCc
qz^FRX-JUcEHQw,qz^FRX-JUcEHQw
V=,V=
bxTBdJ'&sw,bxTBdJ'&sw
"Se'jtO,pdbkZGayg?rHOrE","Se'jtO,pdbkZGayg?rHOrE"
]@Y'Cca,]@Y'Cca
"MuRfV+[UulVL@aqBVRHVy 812","MuRfV+[UulVL@aqBVRHVy 812"
QRYxhgmVLzFmnur_dD,QRYxhgmVLzFmnur_dD
]CuIkvIjg\aLstJgWDaROy,]CuIkvIjg\aLstJgWDaROy
"BJPsBRNsik`,Pq*d","BJPsBRNsik`,Pq*d"
FDuIooqQocNMGwG<LcxGH,FDuIooqQocNMGwG<LcxGH
q_,q_
yAmF#O?Dc,yAmF#O?Dc
" jK-CsIrTbXRtolT?MQh"," jK-CsIrTbXRtolT?MQh"
B)g@VNH]o,B)g@VNH]o
OhmzSRtDKokjRd,OhmzSRtDKokjRd
u<#>nC,u<#>nC
";@PmW",";@PmW"
MK)@aFvlC',MK)@aFvlC'
gdBERqBsN,gdBERqBsN
'YIKkiIj,'YIKkiIj
qI,qI
UAR*jGK.dBVMJzWpgD,UAR*jGK.dBVMJzWpgD
dQJnRXfokYjBIIm,dQJnRXfokYjBIIm
"ZV;Qlnw?YEFlaLwVDj","ZV;Qlnw?YEFlaLwVDj"
=y#%Hw,=y#%Hw
Jbm[UTxrgXnmx,Jbm[UTxrgXnmx
ZUFIoCaxkeFeQ`JN,ZUFIoCaxkeFeQ`JN
Tc#OkJSrXS.jvBoUOcqyj,Tc#OkJSrXS.jvBoUOcqyj
gUXQcVzOBtUyeyDQ,gUXQcVzOBtUyeyDQ
KyBRygPJeSQwGEaYvW,KyBRygPJeSQwGEaYvW
"\;JsueGCPlnEVL@H","\;JsueGCPlnEVL@H"
JmKcOJEanjoFuRrQtb?B*197,JmKcOJEanjoFuRrQtb?B*197
zb\DRzeSKgdOGkYzRzL$B,zb\DRzeSKgdOGkYzRzL$B
VFEsOCoxtnbpbDzWcV,VFEsOCoxtnbpbDzWcV
GRNEbge&kqVVe*ChOijm,GRNEbge&kqVVe*ChOijm
aNOBstrLhhHAZO,aNOBstrLhhHAZO
pb,pb
BcJFqpinhbqtNssHW$,BcJFqpinhbqtNssHW$
Ymcze<Z]O,Ymcze<Z]O
raSUJ.:FDJ,raSUJ.:FDJ
LCUtYOuJUMNnavoPea,LCUtYOuJUMNnavoPea
"c<vltlA,nEPGbwzDKmqu","c<vltlA,nEPGbwzDKmqu"
j<)S489,j<)S489
Fkvz].IMAfqp,Fkvz].IMAfqp
"@tVEJoy@%VH 845","@tVEJoy@%VH 845"
](Y?n,](Y?n
CNJteQtqI,CNJteQtqI
fLOiJRMfO\,fLOiJRMfO\
e#_Dzy'lh,e#_Dzy'lh
";o,fKxyFdM",";o,fKxyFdM"
hbUgEiDmdHS656,hbUgEiDmdHS656
neIFeYQlQlCZQZP,neIFeYQlQlCZQZP
snNZI\AueHfVObcvWlw,snNZI\AueHfVObcvWlw
QLDNNyc\CXTTqgGGtVO\,QLDNNyc\CXTTqgGGtVO\
Nz[nq&cM,Nz[nq&cM
RBQa>hhVwVPtgQv:SX,RBQa>hhVwVPtgQv:SX
"XvuBfe;-W<syw","XvuBfe;-W<syw"
-RpMiqyzI'uztH,-RpMiqyzI'uztH
yJfMFXG`Io(vH@bfk,yJfMFXG`Io(vH@bfk
"iEazhmJvwTEPo,pAdwGdW`908","iEazhmJvwTEPo,pAdwGdW`908"
kFdzgTr)WcHuqjUFL,kFdzgTr)WcHuqjUFL
MFTYN>160,MFTYN>160
gtkv[H-144,gtkv[H-144
"rPkDoJmOhfPJD,EKANkvm445","rPkDoJmOhfPJD,EKANkvm445"
/q[:A,/q[:A
pvELvzkdhKvcf,pvELvzkdhKvcf
fMnm&NaVU,fMnm&NaVU
Gk<tJL]wBOLsSRDnPU,Gk<tJL]wBOLsSRDnPU
Qxg,Qxg
m)zpP#pY)cNyUPt,m)zpP#pY)cNyUPt
LZWq(\M=zA,LZWq(\M=zA
&ooS)GZ,&ooS)GZ
mMUuWXXjfdlzBwAdHE,mMUuWXXjfdlzBwAdHE
"yFwgLKIj+g;OpaXxO`s","yFwgLKIj+g;OpaXxO`s"
-BQpq.Q&eJqoivMU,-BQpq.Q&eJqoivMU
"Jd,957","Jd,957"
ocVgrCIEScViT,ocVgrCIEScViT
rSCStpykxhhVRSOCgUgk,rSCStpykxhhVRSOCgUgk
R-AiIx:DJvQIsDALL,R-AiIx:DJvQIsDALL
Qwym_JDHn(539,Qwym_JDHn(539
vorrGOAYpXoEPJXV,vorrGOAYpXoEPJXV
"IXvuDmuzO;W%yUZhKXlD","IXvuDmuzO;W%yUZhKXlD"
ddYgC:cohqnBmX,ddYgC:cohqnBmX
:dZ\v<CGjNCva,:dZ\v<CGjNCva
ZM=Oj'>XiQLPFytgjWH,ZM=Oj'>XiQLPFytgjWH
"xWy%Dn MS779","xWy%Dn MS779"
qIh#vU762,qIh#vU762
GWfMwYHhcBpxvQBrmVI,GWfMwYHhcBpxvQBrmVI
"eWvK]]nO Q","eWvK]]nO Q"
"c*lzaljDShEmJdSVF;IW&823","c*lzaljDShEmJdSVF;IW&823"
JKOJL,JKOJL
iSbTEfNf,iSbTEfNf
iXyFHWPflbQ,iXyFHWPflbQ
hkmguI`pDCFL#csBGYBzOq628,hkmguI`pDCFL#csBGYBzOq628
"aam tIMc_.Roekt","aam tIMc_.Roekt"
Cy.`,Cy.`
OSAjAM^ZOy.U)jKp^644,OSAjAM^ZOy.U)jKp^644
"wF;dCgpQlmsujvcS","wF;dCgpQlmsujvcS"
uKuTczm*507,uKuTczm*507
EJn*uJ\-w,EJn*uJ\-w
JEiYdQGwknoKKw&BH,JEiYdQGwknoKKw&BH
pPx^fO=V[YQF]495,pPx^fO=V[YQF]495
SGoSdEdjttsQOSbbLz,SGoSdEdjttsQOSbbLz
P%T,P%T
GYW^DBXy*C@,GYW^DBXy*C@
QrxiFqqSgRRYm751,QrxiFqqSgRRYm751
a[wkHmFso]MyjiA,a[wkHmFso]MyjiA
"`wrB#MxsozrC,","`wrB#MxsozrC,"
"trgOEuY$ PWuzQRWAAury","trgOEuY$ PWuzQRWAAury"
x#DLCtggRSXgsC,x#DLCtggRSXgsC
iQax=731,iQax=731
FPItwpC_MZOXYKMjamn995,FPItwpC_MZOXYKMjamn995
"ljS;Xc, OK$121","ljS;Xc, OK$121"
ilbr'`i[508,ilbr'`i[508
<R*,<R*
IYs'xjTOntIiGaeSGU@d,IYs'xjTOntIiGaeSGU@d
PmPgNmCiGRTxoVfa,PmPgNmCiGRTxoVfa
sPDITQKiAvwlhNB,sPDITQKiAvwlhNB
HGmWwzQhW,HGmWwzQhW
X\?@i.342,X\?@i.342
nDmu:,nDmu:
EdGHrBb)KGMujhyBDnA,EdGHrBb)KGMujhyBDnA
"G(yaeWpJcl,vdJXudLP)e","G(yaeWpJcl,vdJXudLP)e"
NjtYMd#186,NjtYMd#186
GnjBPbClQzk,GnjBPbClQzk
"Kp/( /483","Kp/( /483"
"KbD%sjNi VUsJZGWd","KbD%sjNi VUsJZGWd"
tAa,tAa
mZSnjU)_GWeCOZ#NWX,mZSnjU)_GWeCOZ#NWX
"'wPN_iY m 583","'wPN_iY m 583"
CcDG_&(,CcDG_&(
vulG&Lfj'FtZK,vulG&Lfj'FtZK
QiPorl,QiPorl
w%BQ,w%BQ
tUWbz&\YvlW,tUWbz&\YvlW
MFKvuiZa@ZN,MFKvuiZa@ZN
hBqBVEBHZE]dnWbBi&378,hBqBVEBHZE]dnWbBi&378
jTSHcvcaEHSopwMHY.639,jTSHcvcaEHSopwMHY.639
BBzWZhojEjjeMIbzAp,BBzWZhojEjjeMIbzAp
ZBvHJU>JAUiVBeSqwENry,ZBvHJU>JAUiVBeSqwENry
rncGfOEghczoKbQ,rncGfOEghczoKbQ
GLki[@OF,GLki[@OF
I[<,I[<
"WsMqsHm:XgH;wKbH","WsMqsHm:XgH;wKbH"
LHwn`brlDYwoq<hKDcV,LHwn`brlDYwoq<hKDcV
^GcTddijroucmiD)*'880,^GcTddijroucmiD)*'880
gbNCEjNhmZ[DTiqa,gbNCEjNhmZ[DTiqa
IBIwSZOkxbGgpsp,IBIwSZOkxbGgpsp
"<BBYK,CE[PzlQ'659","<BBYK,CE[PzlQ'659"
bkhgsVXsPaYjoXE,bkhgsVXsPaYjoXE
.yIxC,.yIxC
<[Kkqj,<[Kkqj
gv,gv
"QXgAmFrQZdDGQtg,wGMS","QXgAmFrQZdDGQtg,wGMS"
sUgcQGdxJl,sUgcQGdxJl
UbOr?FtDO,UbOr?FtDO
lrJvBCpjyaIxLGE,lrJvBCpjyaIxLGE
HfSoGSTteLeQIHgnO,HfSoGSTteLeQIHgnO
\KssAt/tbsStvgg375,\KssAt/tbsStvgg375
oyAPkC@LAqZEPrK,oyAPkC@LAqZEPrK
QPRk596,QPRk596
b<sxHaKanvOLOfjJuz?OM260,b<sxHaKanvOLOfjJuz?OM260
yfIOrtrNX#xln>zbIRPbWB,yfIOrtrNX#xln>zbIRPbWB
eSZKyaoh]DdqRmONO,eSZKyaoh]DdqRmONO
LlojXt,LlojXt
[>bznjXa#iC,[>bznjXa#iC
G]shU:dzyPTQW.DWlFJUom,G]shU:dzyPTQW.DWlFJUom
rbreRRO,rbreRRO
qLV#BHK,qLV#BHK
horD-Dnd?R,horD-Dnd?R
WGhGyfoTv-fSLYxRM,WGhGyfoTv-fSLYxRM
"LzVltz-G`nlJc,fPA\733","LzVltz-G`nlJc,fPA\733"
"H,/769","H,/769"
YPFRiBqvRcnk&e%141,YPFRiBqvRcnk&e%141
VVm%AYyZ`LJnnQ441,VVm%AYyZ`LJnnQ441
YegIkQJeFqMuRTgM,YegIkQJeFqMuRTgM
QkVkMFNFtewGSuVl,QkVkMFNFtewGSuVl
vSVBLpuncLbqJApR775,vSVBLpuncLbqJApR775
Lu>CKHW-lKx+stPNjCcWpN897,Lu>CKHW-lKx+stPNjCcWpN897
wC@UdGJ,wC@UdGJ
IpCoQiXVhe<GsyMObqT,IpCoQiXVhe<GsyMObqT
IItDWNpkc,IItDWNpkc
s[bkTSDPD&PE,s[bkTSDPD&PE
lh]j)XjJWmusM,lh]j)XjJWmusM
"nGqa nkhb","nGqa nkhb"
%sT+qs,%sT+qs
wfNnjcjjhoJeLGxE,wfNnjcjjhoJeLGxE
drA:tNtJHkEpNhyH#$493,drA:tNtJHkEpNhyH#$493
yDRXNKJ,yDRXNKJ
jgU-hQ]kel@PsPmN,jgU-hQ]kel@PsPmN
GVsMCkqMoPgz918,GVsMCkqMoPgz918
"aFakX(jY yDEqrUnhkqsHw","aFakX(jY yDEqrUnhkqsHw"
cDZaujvWo`Lw,cDZaujvWo`Lw
_MiRqDaFTSv,_MiRqDaFTSv
VwRuKAOsbnTgfEq,VwRuKAOsbnTgfEq
wyFZlKMSVcAMF,wyFZlKMSVcAMF
PzoksN,PzoksN
LicVoJQrfFT%K,LicVoJQrfFT%K
cR<hf[Y,cR<hf[Y
"waX+RYvYDBXFAJYulCf;?t","waX+RYvYDBXFAJYulCf;?t"
OUAJAAIHbZrpFHji,OUAJAAIHbZrpFHji
"YinEXcmavtJkNcpro,vlR","YinEXcmavtJkNcpro,vlR"
\PUiKbIXYeQ-pf<cyI,\PUiKbIXYeQ-pf<cyI
"&D#,","&D#,"
CTWAg'Y,CTWAg'Y
dJCkq,dJCkq
drxwKnZCWo_mXrhXwN-mu,drxwKnZCWo_mXrhXwN-mu
"wv$;]803","wv$;]803"
XF$Hx,XF$Hx
zK&Lk>PO@a,zK&Lk>PO@a
EkJif.FDcIB,EkJif.FDcIB
EhSxpxTObeLEIoCyuku,EhSxpxTObeLEIoCyuku
I\KE-iLPgHkzXR,I\KE-iLPgHkzXR
fW>y)583,fW>y)583
"yNxHc Kcz^CnkgdQXKzJ","yNxHc Kcz^CnkgdQXKzJ"
`L_FRvQY,`L_FRvQY
wK_X,wK_X
NawaFtovCocD,NawaFtovCocD
YRpxAWNHsbeGkbBQq,YRpxAWNHsbeGkbBQq
Z(HGAgvHA/FiOYkR@cNybAi,Z(HGAgvHA/FiOYkR@cNybAi
vtWtNsIdvOMtwrBoMVz210,vtWtNsIdvOMtwrBoMVz210
aTsxrANZg*W/Ejn%855,aTsxrANZg*W/Ejn%855
"+cYFziohj_jMNaG,289","+cYFziohj_jMNaG,289"
bdPJ)Mnowc,bdPJ)Mnowc
TQEobpNLHWL,TQEobpNLHWL
bJmucRsssQgBNCaLJqp,bJmucRsssQgBNCaLJqp
OEGfT:YK(RGY<etHdfi,OEGfT:YK(RGY<etHdfi
kUVcgJhg`aHmjbRIIzY#o,kUVcgJhg`aHmjbRIIzY#o
jz&,jz&
$F_,$F_
(YbaPKAqSFfw,(YbaPKAqSFfw
QY.RSe$qZzXQOkrhtlaeQ+199,QY.RSe$qZzXQOkrhtlaeQ+199
"Z,","Z,"
@/o@I,@/o@I
"cEd,DE@Rph","cEd,DE@Rph"
bUrTxASPyNy,bUrTxASPyNy
[Bn[sKGHZMcAcKzO#ew,[Bn[sKGHZMcAcKzO#ew
gQ.AMuGdiCjckuRaSQ$Sl,gQ.AMuGdiCjckuRaSQ$Sl
"irTobg,;FjC:RDI","irTobg,;FjC:RDI"
h[$T,h[$T
v[mlpZjXCVtk\iAIqHzw:U,v[mlpZjXCVtk\iAIqHzw:U
Orj+b&Z(284,Orj+b&Z(284
S^]hoWZfug]qm,S^]hoWZfug]qm
"sof:GBdMXhrMxF\QmeK 833","sof:GBdMXhrMxF\QmeK 833"
FgQeOaeeod[WwGwu,FgQeOaeeod[WwGwu
LFYru&SeKd#svt@T,LFYru&SeKd#svt@T
-FC/,-FC/
$AY<,$AY<
", p ",", p "
".,bLBJfkAudrbY",".,bLBJfkAudrbY"
nkttPI$YhzgWfIT,nkttPI$YhzgWfIT
OUUw,OUUw
Bji/QxYZAvMMqlrgqpx/s,Bji/QxYZAvMMqlrgqpx/s
dm\mvTsPBM,dm\mvTsPBM
x+(nK:,x+(nK:
VIk[LJVGsfe>ByhA,VIk[LJVGsfe>ByhA
_.ir\JxT,_.ir\JxT
eGY^JfE>LAR)UF,eGY^JfE>LAR)UF
yekqTPF>xHcomUS,yekqTPF>xHcomUS
%ELcf.Au245,%ELcf.Au245
%mnfLNjixMevIF$<,%mnfLNjixMevIF$<
NffsVYAS(KGJmEu,NffsVYAS(KGJmEu
"KwCnxggE,teuS","KwCnxggE,teuS"
poHWs,poHWs
yMVwFRiLHWEQuYVVHWoE,yMVwFRiLHWEQuYVVHWoE
TdPmrxKxtNMxHaL.nadF,TdPmrxKxtNMxHaL.nadF
oZ,oZ
Qss/KjJeVdiVzn,Qss/KjJeVdiVzn
Y@FMRbUANM,Y@FMRbUANM
lu?\Oeg,lu?\Oeg
EnLU,EnLU
"it,'165","it,'165"
"wx$ Ay","wx$ Ay"
&gM&EKpEFCDMTyYf'655,&gM&EKpEFCDMTyYf'655
"QQiS,aoeeYPupHwFUml","QQiS,aoeeYPupHwFUml"
"cyC aFX:zpyhXTf","cyC aFX:zpyhXTf"
"nrIwAMhG,DVKy)o","nrIwAMhG,DVKy)o"
./q,./q
lcICTQh,lcICTQh
xGwf%xFcbN@I,xGwf%xFcbN@I
cS=T.?(642,cS=T.?(642
SBOJWeccEp,SBOJWeccEp
vUuiRivSPLQ^jN/%aV,vUuiRivSPLQ^jN/%aV
XljQ>b)QpcnC`GFHJOL,XljQ>b)QpcnC`GFHJOL
_pw,_pw
jWInTPT'dSlxsDj,jWInTPT'dSlxsDj
pwBzCyVwbuI,pwBzCyVwbuI
p&$O-,p&$O-
"scus 'NSe","scus 'NSe"
*CGwoPh$ex/st,*CGwoPh$ex/st
N&li$Q,N&li$Q
es^f)CRRR,es^f)CRRR
YbkIHA,YbkIHA
Ur,Ur
qnJmKNmX^j,qnJmKNmX^j
J&>_-228,J&>_-228
mCDH[pwvxP)mYFcEqh,mCDH[pwvxP)mYFcEqh
"u%vv ,IAEqQr","u%vv ,IAEqQr"
\mBXIx=.sY,\mBXIx=.sY
qtYbNesnUoLf,qtYbNesnUoLf
m'TarI,m'TarI
jZeU)b,jZeU)b
"Lsm'Li=;xFT","Lsm'Li=;xFT"
"QqW\aByrD;Y)492","QqW\aByrD;Y)492"
zqYyhO#OFELmhiHBJLQ,zqYyhO#OFELmhiHBJLQ
IAJbuZ]powwELwRUFHH,IAJbuZ]powwELwRUFHH
Ep./b,Ep./b
Yl$hSSQw'^,Yl$hSSQw'^
YT$n\^qn>168,YT$n\^qn>168
jvgnt^-uwZv,jvgnt^-uwZv
"Jg]v;rEmVNgdj,838","Jg]v;rEmVNgdj,838"
QfOX&Ep$@MGjzSrLfwP?515,QfOX&Ep$@MGjzSrLfwP?515
"e ","e "
uzpavJJiSl$$WUywk,uzpavJJiSl$$WUywk
MfXQmiSPQ,MfXQmiSPQ
#nEcykhwAU[x,#nEcykhwAU[x
oTiYdfHlojvVGYCar(931,oTiYdfHlojvVGYCar(931
CMmqv&BHVvd,CMmqv&BHVvd
jxiEVnQZ+yXxz866,jxiEVnQZ+yXxz866
^nv,^nv
oCFxRqHkX/GWugQocWxm'[122,oCFxRqHkX/GWugQocWxm'[122
K`og'(470,K`og'(470
YLjgrgJwE,YLjgrgJwE
uguTBS/%,uguTBS/%
"Q(F;C$c","Q(F;C$c"
BK(AbGOce,BK(AbGOce
Po>GXOFfnmYEf_,Po>GXOFfnmYEf_
YWxuyLS+oX)JdaEda,YWxuyLS+oX)JdaEda
S>Pyc,S>Pyc
yvNvmoDOBfByLYZrWg@UA,yvNvmoDOBfByLYZrWg@UA
PUE@Ahc:IMS+T,PUE@Ahc:IMS+T
lrczmyQJFjHyoFDxFrc,lrczmyQJFjHyoFDxFrc
"XCNhjCiaA e^]144","XCNhjCiaA e^]144"
)J,)J
Fngbm/WEZAulO&,Fngbm/WEZAulO&
jUd,jUd
x-MWdSVDw[XqX,x-MWdSVDw[XqX
EYxBoIFU,EYxBoIFU
ms^wnvsyK,ms^wnvsyK
UAuDQQoeG,UAuDQQoeG
" hrgKvY&tqSjWSL'nT454"," hrgKvY&tqSjWSL'nT454"
M:qHB@UpWK'px,M:qHB@UpWK'px
BwaOyYY?rqXbjJ?U<g,BwaOyYY?rqXbjJ?U<g
BlxWDP*]>wNSRq694,BlxWDP*]>wNSRq694
"\$p uqXE","\$p uqXE"
+%&jl,+%&jl
"JbGzb;vWmjGObfQLF?524","JbGzb;vWmjGObfQLF?524"
dJEkUO'Es,dJEkUO'Es
"E&ZEd X PJPmIhvgcZt","E&ZEd X PJPmIhvgcZt"
Nk[dnRwxM$c,Nk[dnRwxM$c
_En,_En
gaXk/ODp,gaXk/ODp
hJQZtirnFxo(>NcgvXMQCv,hJQZtirnFxo(>NcgvXMQCv
HOsEZaYQqDnTRq,HOsEZaYQqDnTRq
mf+$ptG,mf+$ptG
+xsHj^Cwa,+xsHj^Cwa
Y)SjV(qiugSEJuVfzwsIA,Y)SjV(qiugSEJuVfzwsIA
"cTjITDlPV OYsWvexZ","cTjITDlPV OYsWvexZ"
t'b+tde/pA,t'b+tde/pA
M:(wKMwLtfY)PCfBj,M:(wKMwLtfY)PCfBj
'cypme),'cypme)
kkZGqQqrHOIyfVJOd$p<Ac,kkZGqQqrHOIyfVJOd$p<Ac
+eJdzxzMKghtiqCRYXIsL,+eJdzxzMKghtiqCRYXIsL
BRz$:nOlMve,BRz$:nOlMve
"g$cyzHcbaVM:FS,","g$cyzHcbaVM:FS,"
jCgpjz['zG'eYDhbkJy,jCgpjz['zG'eYDhbkJy
@wzdy$mHYkXlQ`d,@wzdy$mHYkXlQ`d
"FNuizEXB HYI","FNuizEXB HYI"
b[,b[
T:MQuWLs=QGhTaepA,T:MQuWLs=QGhTaepA
flW?b,flW?b
@K]X^,@K]X^
v960,v960
aouXs'pG,aouXs'pG
QCD=XdacYTVpblO)wcnF)l,QCD=XdacYTVpblO)wcnF)l
SZYiOOIizxFqZloTAzC],SZYiOOIizxFqZloTAzC]
Aw<c_h759,Aw<c_h759
Vx=.-318,Vx=.-318
skLy^.eyns378,skLy^.eyns378
EJncwy@wfdXfptytcOV,EJncwy@wfdXfptytcOV
+rFJYNliXjQ$,+rFJYNliXjQ$
ljrpTBSQ?kEBRBxTL?BW,ljrpTBSQ?kEBRBxTL?BW
n.%Dho-247,n.%Dho-247
uPwMwjHCSxCksF,uPwMwjHCSxCksF
j#(oC,j#(oC
#OOkW:Zj>raKJPHIsfO,#OOkW:Zj>raKJPHIsfO
Lrm&t-,Lrm&t-
hotbJNiMuJSOrT,hotbJNiMuJSOrT
pxsX\NdWwIY:fz=550,pxsX\NdWwIY:fz=550
NhLUc._ZCNZciZu,NhLUc._ZCNZciZu
]wT=)KmWvbuj(937,]wT=)KmWvbuj(937
odlGhiAqX\qw,odlGhiAqX\qw
QCloUW%zRKodDBcqx,QCloUW%zRKodDBcqx
oNmIrSf,oNmIrSf
ShiJyJGDqUsuWjHOjHGC695,ShiJyJGDqUsuWjHOjHGC695
>Om>fYjdDE^oi,>Om>fYjdDE^oi
PnqqiyQeSVkx?E417,PnqqiyQeSVkx?E417
FFOYNWEt,FFOYNWEt
gvU`YDnwiy,gvU`YDnwiy
bGhVnkbqryHBr/JD,bGhVnkbqryHBr/JD
"\ V,v*121","\ V,v*121"
wOjmtgvTqGxmGQbwXuq,wOjmtgvTqGxmGQbwXuq
"ZohqPI Ee","ZohqPI Ee"
kNtV-[bmgOeIP(GyLXR,kNtV-[bmgOeIP(GyLXR
ireJuMXsNz*453,ireJuMXsNz*453
"A\F/Qy,","A\F/Qy,"
jnMNLWoMOOChMMCnb,jnMNLWoMOOChMMCnb
#Xf,#Xf
TQvLY#wLTYLIoo/Ni,TQvLY#wLTYLIoo/Ni
"mYk,UFSDYX?H","mYk,UFSDYX?H"
C.ATkqL<,C.ATkqL<
"lqPqxZW$ovZLQmuWc;327","lqPqxZW$ovZLQmuWc;327"
[dVNceYeuBlkHqBnpY,[dVNceYeuBlkHqBnpY
jSVhiWeq%c,jSVhiWeq%c
YRFcOY*fEQsS*fODGPZ,YRFcOY*fEQsS*fODGPZ
yoTUjcQrwNOnj)OwOe$xUa,yoTUjcQrwNOnj)OwOe$xUa
NJbNXNA\KDjdtE_J&T,NJbNXNA\KDjdtE_J&T
m+g@y/wQFuEXokVIQTjx,m+g@y/wQFuEXokVIQTjx
++QICKIqQH*XA,++QICKIqQH*XA
^PikvSOR]reJcvDz`,^PikvSOR]reJcvDz`
i*tOSHY,i*tOSHY
"eGmRYL,538","eGmRYL,538"
"[n@AH ","[n@AH "
"t,XmCCWJFfm)yM","t,XmCCWJFfm)yM"
ssTdadQjNIirR'mpqyU(439,ssTdadQjNIirR'mpqyU(439
pDVMfhQT*PIwdp,pDVMfhQT*PIwdp
"l<. ","l<. "
wNrMD[ubbyg_dslX,wNrMD[ubbyg_dslX
ZzkTBfHCmeSrufJKRDF,ZzkTBfHCmeSrufJKRDF
"lyD R<Im.f","lyD R<Im.f"
"iEray,RqkxEQkOZPoWUG","iEray,RqkxEQkOZPoWUG"
u?Gbo)zgjKWEykNdGO,u?Gbo)zgjKWEykNdGO
lGlE/RTm\AERl(999,lGlE/RTm\AERl(999
$xNA$LE@,$xNA$LE@
"BcTmJi,enF.k]GI+996","BcTmJi,enF.k]GI+996"
NRBSarvtHE957,NRBSarvtHE957
eB^MHiLMxHilIXbxoW^,eB^MHiLMxHilIXbxoW^
MuqLhWlyZD?fKpJCwzK164,MuqLhWlyZD?fKpJCwzK164
C%F+EQUrkl=,C%F+EQUrkl=
XxU(s$NEM,XxU(s$NEM
]kLyWAzUBGm,]kLyWAzUBGm
yMP]sK-rhkRG*AhTe,yMP]sK-rhkRG*AhTe
[\YNtmkym:y355,[\YNtmkym:y355
bKj&Sj,bKj&Sj
"NYPp/UL% Zr","NYPp/UL% Zr"
>]IcmzvseOJC,>]IcmzvseOJC
J)r@>lV,J)r@>lV
tT#[,tT#[
QzgbOvMIE469,QzgbOvMIE469
dGLXqiDOlhAOQDv=buDM',dGLXqiDOlhAOQDv=buDM'
)OvsleyeHur(tc,)OvsleyeHur(tc
hsC]CqE672,hsC]CqE672
Zn][-T,Zn][-T
tFxX@CiiN(749,tFxX@CiiN(749
)y%iqGEwDRAtNqSLw[,)y%iqGEwDRAtNqSLw[
"tUUZ;T*ludMIPeeW","tUUZ;T*ludMIPeeW"
_yv,_yv
ZvehnTlHhV[i-hg[pspcJj,ZvehnTlHhV[i-hg[pspcJj
"Z Jg$+UI","Z Jg$+UI"
blUXFNvpbOSqAZpnWuZC,blUXFNvpbOSqAZpnWuZC
BxMCvqOOEWaVlALPHur615,BxMCvqOOEWaVlALPHur615
";dr+:UdRd",";dr+:UdRd"
^aKaI[EHe`z,^aKaI[EHe`z
eEBXFo-*PQJ,eEBXFo-*PQJ
H:FvdOX`pgds,H:FvdOX`pgds
jYa/u(/,jYa/u(/
WZdLrFOTc<AujX?>sh,WZdLrFOTc<AujX?>sh
eYgpUynmDQJ,eYgpUynmDQJ
AwmdNTeAoSF,AwmdNTeAoSF
fyi<rJLYldkzGrhVBhXM,fyi<rJLYldkzGrhVBhXM
XegvRcGntmwBkEC,XegvRcGntmwBkEC
:eU(801,:eU(801
"CcJUMFGz>ub,","CcJUMFGz>ub,"
oDmIX^oHgzuj^HF,oDmIX^oHgzuj^HF
GpxOKWCQpb[xiOYddF304,GpxOKWCQpb[xiOYddF304
"wytYb?zSx,RlbJocnKr","wytYb?zSx,RlbJocnKr"
GQ,GQ
@lz\\QH,@lz\\QH
aKeRG=398,aKeRG=398
vmNo',vmNo'
<AUrBt@,<AUrBt@
$YsWdSIBLqWvwyQLpR,$YsWdSIBLqWvwyQLpR
"ynnn/zb[f,","ynnn/zb[f,"
AUSRaLjSrJomsfVfpyD,AUSRaLjSrJomsfVfpyD
tAN(-i,tAN(-i
ctufyXWOZNV,ctufyXWOZNV
"EDg`SXwcm 351","EDg`SXwcm 351"
"T,w-D922","T,w-D922"
j>mq,j>mq
h=VznbkHsIgxfF-Ey#CIkQm,h=VznbkHsIgxfF-Ey#CIkQm
TTt>E*APB,TTt>E*APB
TV_DWQokcXj-,TV_DWQokcXj-
TtDNqsuU<oRTDHqTzQJYm,TtDNqsuU<oRTDHqTzQJYm
bvxbHEWN237,bvxbHEWN237
aBvcRYDZrzAVX,aBvcRYDZrzAVX
ABeuRbGBYTYifv^vQe,ABeuRbGBYTYifv^vQe
sjcpqD%qIukCBCWKjOIX,sjcpqD%qIukCBCWKjOIX
"XN RcyU-q%Cn","XN RcyU-q%Cn"
"bC+imvO c","bC+imvO c"
rv:Sf&XR,rv:Sf&XR
sVduWVh#hmmD=TTCTl^KVs,sVduWVh#hmmD=TTCTl^KVs
]wkttjLl>pGEM,]wkttjLl>pGEM
oKjclT@BE677,oKjclT@BE677
n?+P&n(379,n?+P&n(379
TA?B,TA?B
qi?jBM,qi?jBM
MmWJNI@`588,MmWJNI@`588
korfCbCQBfreuklufoZ,korfCbCQBfreuklufoZ
%SYAGSMFM.YnMIt654,%SYAGSMFM.YnMIt654
CVkWNj,CVkWNj
\L:XZlS,\L:XZlS
